pt_idx,S0,K,T,r,sigma,ref_source,p,sim_price,ref_price,delta,oracle_queries
23,100.0,90.0,1.0,0.05,0.2,grid,0.001,18.270707628602867,16.985033783652582,1.285673844950285,19
23,100.0,90.0,1.0,0.05,0.2,grid,0.005,17.195447150167638,16.985033783652582,0.2104133665150556,17
23,100.0,90.0,1.0,0.05,0.2,grid,0.01,19.98424092065362,16.985033783652582,2.9992071370010365,19
24,80.0,100.0,0.5,0.05,0.15,grid,0,0.19751551792494745,0.1857783972210922,0.011737120703855242,13
24,80.0,100.0,0.5,0.05,0.15,grid,0.0001,0.20097009531140883,0.1857783972210922,0.015191698090316619,13
24,80.0,100.0,0.5,0.05,0.15,grid,0.001,0.20252215206648522,0.1857783972210922,0.016743754845393005,11
24,80.0,100.0,0.5,0.05,0.15,grid,0.005,0.9083970736149698,0.1857783972210922,0.7226186763938776,13
24,80.0,100.0,0.5,0.05,0.15,grid,0.01,1.0796886642950356,0.1857783972210922,0.8939102670739434,13
25,90.0,90.0,1.0,0.05,0.15,grid,0,7.654265770745881,7.836530881467055,0.18226511072117368,15
25,90.0,90.0,1.0,0.05,0.15,grid,0.0001,7.542122513630974,7.836530881467055,0.2944083678360805,13
25,90.0,90.0,1.0,0.05,0.15,grid,0.001,8.224842705770747,7.836530881467055,0.3883118243036927,15
